CustomerID,Total_Spending,Total_Orders,Avg_Order_Value,Total_Items,Unique_Products,Total_Transactions
12521.0,499.03,1,499.03,301,34,34
12522.0,156.72,2,78.36,192,10,10
12523.0,1291.3700000000001,12,107.61416666666668,819,64,82
12524.0,3660.07,8,457.50875,3642,106,129
12526.0,1074.46,3,358.15333333333336,614,58,63
12527.0,296.71000000000004,3,98.90333333333335,229,16,16
12528.0,1110.43,8,138.80375,683,38,65
12530.0,1254.23,5,250.846,879,46,60
12531.0,95.27,1,95.27,44,16,16
12532.0,297.33000000000004,1,297.33000000000004,149,14,14
12534.0,828.73,1,828.73,630,55,55
12535.0,577.85,2,288.925,203,22,28
12536.0,3634.52,2,1817.26,2610,237,246
12538.0,258.75,1,258.75,179,16,16
12539.0,4141.6,4,1035.4,1948,134,233
12540.0,9118.44,17,536.3788235294118,6386,250,409
12541.0,751.98,3,250.66,665,42,46
12544.0,267.9,2,133.95,126,17,18
12545.0,712.84,2,356.42,504,35,41
12546.0,961.1,3,320.3666666666667,608,56,66
12547.0,151.79999999999998,2,75.89999999999999,132,6,6
12548.0,67.19999999999999,1,67.19999999999999,48,4,4
12550.0,748.88,1,748.88,555,52,52
12551.0,168.0,1,168.0,100,10,10
12552.0,165.47,1,165.47,70,9,9
12553.0,3103.25,14,221.66071428571428,1888,89,181
12556.0,517.81,2,258.905,349,93,113
12557.0,11990.960000000001,5,2398.192,4384,15,33
12558.0,1.0658141036401503e-14,2,5.329070518200751e-15,0,11,22
12559.0,483.21000000000004,2,241.60500000000002,277,18,18
12560.0,1754.34,3,584.78,1051,86,103
12561.0,207.05,1,207.05,173,14,14
12562.0,3033.54,7,433.36285714285714,1723,91,153
12564.0,336.15,1,336.15,125,17,17
12565.0,131.17,2,65.585,75,9,10
12566.0,235.9,2,117.95,255,15,16
12567.0,6536.34,11,594.2127272727273,3873,289,407
12569.0,2753.59,29,94.95137931034483,1699,86,141
12571.0,519.61,2,259.805,523,31,34
12572.0,700.12,3,233.37333333333333,426,45,51
12573.0,150.59,1,150.59,83,25,27
12574.0,162.55,1,162.55,57,9,9
12576.0,1235.18,6,205.86333333333334,960,68,85
12577.0,570.65,3,190.21666666666667,463,133,142
12578.0,2225.21,4,556.3025,1144,106,113
12579.0,317.42,2,158.71,270,24,25
12580.0,379.7,1,379.7,236,23,23
12581.0,169.76,1,169.76,159,13,13
12582.0,351.36,2,175.68,296,20,20
12583.0,6316.29,17,371.5464705882353,4953,110,229
12584.0,939.35,16,58.709375,259,24,67
12585.0,1435.01,4,358.7525,1212,68,83
12586.0,186.54000000000002,1,186.54000000000002,78,10,10
12587.0,104.0,1,104.0,50,3,3
12588.0,79.65,1,79.65,43,5,5
12589.0,417.28,2,208.64,288,22,26
12590.0,9062.98,2,4531.49,4242,65,67
12591.0,323.1,1,323.1,220,22,22
12592.0,401.6,2,200.8,288,10,16
12593.0,382.09999999999997,3,127.36666666666666,204,13,20
12594.0,3181.37,9,353.48555555555555,1769,48,113
12596.0,397.46999999999997,2,198.73499999999999,462,21,22
12597.0,2617.23,5,523.446,2123,156,179
12598.0,2473.5299999999997,8,309.19124999999997,1891,75,120
12599.0,888.58,7,126.94000000000001,948,31,55
12600.0,2311.04,10,231.10399999999998,758,31,54
12601.0,439.61,6,73.26833333333333,238,19,23
12602.0,129.22,1,129.22,160,11,11
12603.0,0.0,1,0.0,1,1,1
12604.0,236.18,2,118.09,200,14,15
12605.0,-7.5,1,-7.5,-4,3,3
12607.0,3.552713678800501e-15,2,1.7763568394002505e-15,0,97,194
12609.0,883.55,3,294.51666666666665,629,51,52
12610.0,1438.09,6,239.68166666666664,995,70,90
12611.0,1068.52,1,1068.52,832,60,60
12612.0,607.59,2,303.795,249,18,20
12613.0,2915.98,5,583.196,1578,121,156
12614.0,218.15,1,218.15,65,14,14
12615.0,1892.79,4,473.1975,1341,77,93
12616.0,368.54999999999995,3,122.84999999999998,243,20,27
12617.0,335.63,1,335.63,211,37,40
12618.0,121.41,1,121.41,93,9,9
12619.0,2712.91,11,246.62818181818182,3317,44,82
12620.0,1253.66,3,417.8866666666667,1174,85,88
12621.0,10827.37,23,470.75521739130437,7179,249,432
12622.0,123.85,1,123.85,65,8,8
12623.0,269.1,1,269.1,189,17,17
12624.0,492.78,2,246.39,342,30,31
12625.0,2015.92,3,671.9733333333334,1531,70,85
12626.0,5181.3,13,398.5615384615385,3265,220,283
12627.0,3847.78,6,641.2966666666667,2705,151,209
12628.0,698.61,4,174.6525,440,32,39
12630.0,905.08,2,452.54,530,53,55
12631.0,396.0,1,396.0,222,25,25
12633.0,1820.23,5,364.046,1126,67,94
12635.0,1391.93,2,695.965,1149,88,92
12637.0,5138.95,9,570.9944444444444,2912,187,366
12638.0,511.69,1,511.69,573,38,38
12639.0,325.3,1,325.3,194,18,18
12640.0,609.53,3,203.17666666666665,263,34,36
12641.0,128.9,1,128.9,69,8,8
12642.0,851.41,3,283.80333333333334,541,35,41
12643.0,3043.64,6,507.2733333333333,1790,11,19
12644.0,431.16,1,431.16,320,28,28
12645.0,1611.38,5,322.276,1064,57,70
12646.0,1268.92,2,634.46,890,41,43
12647.0,2678.12,13,206.00923076923075,1355,68,100
12648.0,255.3,1,255.3,154,19,19
12649.0,549.71,4,137.4275,571,29,31
12650.0,242.44000000000003,1,242.44000000000003,250,19,19
12651.0,114.0,1,114.0,78,9,9
12652.0,726.83,2,363.415,489,44,47
12653.0,1408.85,2,704.425,835,34,38
12654.0,499.33,5,99.866,257,28,32
12656.0,3138.47,7,448.3528571428571,1643,70,104
12657.0,677.46,4,169.365,615,26,41
12658.0,535.4,1,535.4,306,29,29
12659.0,73.68,1,73.68,104,4,4
12660.0,227.1,1,227.1,126,12,12
12662.0,3269.33,12,272.44416666666666,1996,123,211
12664.0,4391.88,9,487.9866666666667,1188,9,28
12665.0,43.75,2,21.875,35,2,3
12666.0,-227.44,1,-227.44,-56,2,2
12667.0,410.23,1,410.23,385,29,29
12668.0,2787.23,6,464.53833333333336,1523,104,149
12669.0,1327.48,2,663.74,1093,90,92
12670.0,2489.65,6,414.94166666666666,1347,54,85
12672.0,162.29999999999998,1,162.29999999999998,70,8,8
12673.0,510.92,2,255.46,341,37,37
12674.0,1508.31,7,215.47285714285712,1075,47,83
12676.0,1091.39,6,181.89833333333334,664,32,39
12678.0,16163.16,10,1616.316,10867,101,155
12679.0,824.4200000000001,9,91.60222222222222,513,41,48
12680.0,751.01,4,187.7525,435,30,47
12681.0,10916.74,26,419.87461538461537,7285,245,562
12682.0,10064.42,31,324.6587096774194,5398,192,454
12683.0,6289.59,16,393.099375,4743,166,322
12684.0,2056.63,6,342.7716666666667,1971,58,97
12685.0,2451.33,6,408.555,1494,113,147
12686.0,71.14,1,71.14,106,6,6
12688.0,3984.96,1,3984.96,2964,150,150
12689.0,1020.21,2,510.105,610,54,66
12690.0,265.11,1,265.11,97,13,13
12691.0,896.0,5,179.2,384,20,26
12693.0,461.51,5,92.30199999999999,215,28,29
12694.0,494.42,2,247.21,478,27,29
12695.0,356.6,4,89.15,192,18,18
12697.0,739.02,5,147.804,494,36,40
12700.0,4141.74,4,1035.435,2905,180,247
12701.0,660.01,2,330.005,668,45,47
12702.0,201.0,1,201.0,52,11,11
12703.0,256.7,2,128.35,160,20,21
12704.0,1507.1399999999999,8,188.39249999999998,969,53,70
12705.0,5485.79,13,421.9838461538462,3855,205,312
12707.0,417.52000000000004,1,417.52000000000004,238,29,29
12708.0,2021.37,16,126.335625,1226,73,145
12709.0,6240.7,25,249.628,3528,90,212
12710.0,933.22,3,311.0733333333333,834,70,70
12712.0,2610.1800000000003,15,174.01200000000003,882,44,93
12713.0,722.85,1,722.85,499,36,36
12714.0,3847.0099999999998,5,769.4019999999999,2995,200,238
12715.0,273.86,1,273.86,195,19,20
12716.0,926.59,2,463.295,699,57,65
12717.0,774.03,2,387.015,499,46,51
12718.0,182.35,1,182.35,199,17,17
12719.0,461.7,3,153.9,350,30,37
12720.0,4710.78,28,168.24214285714285,4578,202,326
12721.0,2155.78,7,307.96857142857147,1921,122,145
12722.0,807.7,2,403.85,550,45,45
12723.0,594.37,4,148.5925,425,48,63
12724.0,923.41,4,230.8525,439,46,49
12725.0,371.8,1,371.8,162,23,23
12726.0,2411.1,7,344.4428571428571,3132,56,117
12727.0,2628.2,8,328.525,1958,102,122
12728.0,606.13,4,151.5325,401,31,35
12729.0,360.71000000000004,1,360.71000000000004,225,22,22
12731.0,15402.41,14,1100.172142857143,8111,101,254
12732.0,218.26000000000002,1,218.26000000000002,110,11,11
12733.0,307.45,1,307.45,131,21,21
12734.0,110.39999999999999,1,110.39999999999999,88,4,4
12735.0,375.07,2,187.535,331,27,27
12736.0,144.0,1,144.0,168,3,3
12738.0,110.4,1,110.4,144,8,8
12739.0,553.44,1,553.44,455,33,33
12740.0,378.8,1,378.8,336,25,25
12744.0,7928.39,4,1982.0975,5133,166,202
12747.0,3763.0099999999998,11,342.09181818181816,1231,32,85
12748.0,26734.2,212,126.10471698113209,23839,1632,4387
12749.0,2693.95,7,384.84999999999997,1310,122,171
12750.0,184.98,1,184.98,127,10,10
12752.0,3851.08,1,3851.08,2200,49,49
12753.0,20003.11,11,1818.4645454545455,11148,130,226
12754.0,3010.74,3,1003.5799999999999,6481,49,63
12755.0,2210.7999999999997,3,736.9333333333333,866,3,4
12756.0,112.07999999999998,1,112.07999999999998,144,4,4
12757.0,3951.3,9,439.03333333333336,2372,230,359
12758.0,2727.9900000000002,2,1363.9950000000001,2127,82,95
12759.0,1302.49,3,434.16333333333336,886,75,86
12762.0,1686.02,2,843.01,1218,60,66
12763.0,494.08,2,247.04,316,16,18
12764.0,952.88,1,952.88,322,33,33
12766.0,6002.38,7,857.4828571428571,3572,193,285
12769.0,869.4,1,869.4,328,25,25
12770.0,863.4,1,863.4,684,10,10
12772.0,615.3199999999999,1,615.3199999999999,538,45,45
12775.0,1082.94,6,180.49,828,38,52
12778.0,633.73,6,105.62166666666667,811,35,40
12779.0,3010.1,12,250.84166666666667,1900,74,126
12781.0,667.72,5,133.544,591,25,29
12782.0,1815.67,6,302.6116666666667,1049,77,99
12783.0,1025.22,4,256.305,580,61,63
12784.0,497.07,1,497.07,296,51,56
12785.0,232.76,2,116.38,125,12,13
12787.0,418.66,3,139.55333333333334,258,16,17
12790.0,199.42000000000002,1,199.42000000000002,154,16,16
12791.0,177.60000000000002,1,177.60000000000002,96,1,1
12792.0,329.59,1,329.59,214,23,23
12793.0,461.48,2,230.74,292,20,22
12794.0,840.51,2,420.255,590,42,44
12795.0,144.63,1,144.63,47,8,8
12797.0,146.28,3,48.76,76,11,15
12798.0,6977.04,3,2325.68,5256,6,8
12802.0,382.58,2,191.29,300,24,25
12808.0,445.7,3,148.56666666666666,186,25,26
12809.0,338.46000000000004,2,169.23000000000002,210,21,22
12811.0,439.95,2,219.975,226,26,28
12812.0,229.64000000000001,1,229.64000000000001,164,15,15
12814.0,85.92,1,85.92,48,1,1
12815.0,713.16,2,356.58,360,32,39
12816.0,265.90000000000003,2,132.95000000000002,107,17,17
12817.0,126.03999999999999,1,126.03999999999999,52,3,3
12818.0,1038.28,2,519.14,906,11,13
12820.0,942.34,4,235.585,722,55,59
12821.0,75.72,1,75.72,68,5,5
12822.0,886.08,2,443.04,544,38,43
12824.0,316.42,1,316.42,222,22,22
12826.0,1468.1200000000001,8,183.51500000000001,1054,58,94
12827.0,430.15000000000003,3,143.38333333333335,197,19,25
12828.0,961.96,6,160.32666666666668,489,44,54
12829.0,100.5,2,50.25,366,4,6
12830.0,6814.64,6,1135.7733333333333,9848,13,38
12831.0,189.55,1,189.55,133,8,8
12832.0,366.53,2,183.265,193,26,26
12833.0,307.03000000000003,1,307.03000000000003,145,17,17
12834.0,201.08,1,201.08,96,11,11
12836.0,1717.21,4,429.3025,981,121,139
12837.0,58.75,1,58.75,17,7,7
12838.0,586.48,2,293.24,349,109,117
12839.0,5411.17,16,338.198125,3785,88,306
12840.0,2714.27,6,452.37833333333333,1505,67,116
12841.0,3587.25,26,137.97115384615384,2657,217,418
12842.0,962.79,2,481.395,538,31,31
12843.0,1467.91,8,183.48875,732,60,97
12844.0,325.96000000000004,2,162.98000000000002,125,47,52
12845.0,337.09,4,84.2725,202,24,25
12847.0,839.14,1,839.14,905,68,87
12849.0,950.14,2,475.07,612,43,47
12851.0,108.28,1,108.28,107,41,48
12852.0,252.35000000000002,2,126.17500000000001,141,15,18
12853.0,1365.0,8,170.625,726,55,68
12854.0,1181.75,5,236.35,610,89,105
12855.0,38.1,1,38.1,30,3,3
12856.0,2005.48,7,286.4971428571429,1061,147,303
12857.0,831.15,2,415.575,314,32,39
12863.0,181.2,1,181.2,148,4,4
12864.0,147.12,1,147.12,216,3,3
12865.0,1355.82,3,451.94,862,81,88
12866.0,344.92,1,344.92,151,20,20
12867.0,3930.57,10,393.057,4267,240,549
12868.0,1534.71,6,255.785,921,68,103
12870.0,-4.95,1,-4.95,-1,1,1
12871.0,365.34,2,182.67,198,7,10
12872.0,544.62,2,272.31,314,55,63
12873.0,306.0,1,306.0,120,3,3
12875.0,343.2300000000001,2,171.61500000000004,2019,1,2
12876.0,1863.42,2,931.71,1914,64,79
12877.0,1436.47,12,119.70583333333333,1167,96,148
12878.0,825.74,3,275.24666666666667,534,37,48
12879.0,552.5699999999999,4,138.14249999999998,363,7,12
12881.0,69.0,1,69.0,16,4,4
12882.0,1463.04,2,731.52,246,12,13
12883.0,527.87,4,131.9675,179,28,31
12884.0,107.25,1,107.25,37,5,5
12885.0,977.22,3,325.74,637,56,60
12886.0,1100.44,3,366.81333333333333,734,62,70
12888.0,177.42000000000002,3,59.14000000000001,55,2,4
12890.0,372.21999999999997,1,372.21999999999997,258,77,81
12891.0,331.0,3,110.33333333333333,950,2,3
12893.0,188.14,1,188.14,96,27,34
12895.0,309.55,3,103.18333333333334,201,20,22
12897.0,216.5,2,108.25,110,3,4
12901.0,16293.1,35,465.51714285714286,20915,31,123
12902.0,87.78,1,87.78,62,7,7
12904.0,382.48,2,191.24,291,53,64
12906.0,2837.66,5,567.5319999999999,1740,52,59
12908.0,246.0,4,61.5,0,2,4
12909.0,1361.38,8,170.1725,1240,67,79
12910.0,3075.04,8,384.38,1692,48,75
12912.0,1563.3,5,312.65999999999997,658,16,23
12913.0,2453.63,5,490.726,1417,36,48
12915.0,201.05,2,100.525,77,11,11
12916.0,2328.1,5,465.62,1046,47,92
12917.0,594.0,1,594.0,120,2,2
12919.0,1248.64,7,178.37714285714287,662,31,48
12920.0,122.38,1,122.38,126,24,25
12921.0,15628.54,50,312.5708,9370,222,715
12922.0,405.38,1,405.38,370,28,28
12923.0,157.07,1,157.07,67,27,28
12924.0,909.25,5,181.85,478,20,29
12925.0,650.05,2,325.025,537,39,42
12928.0,2062.7000000000003,5,412.5400000000001,1472,59,84
12929.0,70.95,1,70.95,33,5,5
12930.0,397.15,4,99.2875,249,19,26
12931.0,32544.809999999998,20,1627.2404999999999,23257,28,99
12933.0,563.68,4,140.92,493,98,102
12935.0,2002.1,8,250.2625,1835,73,122
12936.0,1012.9,5,202.57999999999998,539,56,63
12937.0,1457.52,4,364.38,1002,79,117
12938.0,114.14,1,114.14,140,9,9
12939.0,11581.8,8,1447.725,4876,21,47
12940.0,529.04,3,176.34666666666666,371,70,81
12942.0,505.0,3,168.33333333333334,187,60,65
12943.0,-3.75,1,-3.75,-1,1,1
12944.0,519.81,2,259.905,281,26,27
12945.0,322.25,1,322.25,151,16,16
12947.0,1333.64,7,190.52,1150,75,90
12948.0,1913.75,8,239.21875,1062,76,111
12949.0,3698.12,10,369.812,2313,152,200
12950.0,1843.0,3,614.3333333333334,1380,13,23
12951.0,965.62,7,137.94571428571427,492,51,61
12952.0,1113.79,5,222.75799999999998,625,53,66
12953.0,192.45000000000002,1,192.45000000000002,71,10,10
12955.0,4614.86,14,329.6328571428571,3630,79,179
12956.0,74.67,1,74.67,31,16,16
12957.0,3589.29,11,326.2990909090909,2493,189,223
12962.0,240.89000000000001,2,120.44500000000001,127,14,15
12963.0,1667.18,9,185.24222222222224,855,68,88
12965.0,597.71,1,597.71,264,94,95
12966.0,147.68,1,147.68,74,9,9
12967.0,710.2,3,236.73333333333335,214,17,28
12968.0,126.0,1,126.0,72,4,4
12970.0,371.94,4,92.985,302,110,145
12971.0,10392.91,89,116.77426966292134,9140,92,295
12974.0,77.15,1,77.15,17,4,4
12976.0,738.6,1,738.6,561,22,22
12977.0,10.74,1,10.74,10,7,7
12980.0,2338.86,9,259.87333333333333,728,5,14
12981.0,372.21999999999997,2,186.10999999999999,242,12,20
12982.0,377.2,2,188.6,278,28,34
12984.0,97.5,1,97.5,26,4,4
12985.0,1200.32,3,400.1066666666666,1411,72,77
12987.0,386.7,3,128.9,206,21,22
12988.0,330.67,1,330.67,115,60,77
12989.0,6106.51,19,321.39526315789476,2839,38,65
12990.0,409.5,3,136.5,200,8,13
12991.0,503.76,2,251.88,405,31,31
12993.0,414.76,4,103.69,240,26,27
12994.0,723.07,5,144.614,421,43,60
12995.0,200.72,2,100.36,98,3,5
12997.0,1042.54,7,148.93428571428572,637,41,63
12999.0,328.38,2,164.19,332,24,25
13000.0,477.20000000000005,3,159.0666666666667,372,26,27
13001.0,9715.12,15,647.6746666666667,5487,164,339
13002.0,110.99999999999999,1,110.99999999999999,72,6,6
13003.0,149.05,3,49.68333333333334,103,4,6
13004.0,5259.28,21,250.44190476190474,4757,263,389
13005.0,318.35,3,106.11666666666667,153,16,20
13006.0,11.52,1,11.52,48,2,2
13008.0,178.46999999999997,2,89.23499999999999,115,15,15
13011.0,50.550000000000004,1,50.550000000000004,13,3,3
13012.0,1179.92,10,117.992,657,60,92
13013.0,4279.29,15,285.286,2166,142,207
13014.0,1550.83,16,96.926875,716,53,82
13015.0,2673.53,5,534.706,1577,138,155
13016.0,709.34,3,236.4466666666667,522,36,43
13017.0,204.0,1,204.0,48,1,1
13018.0,6828.05,29,235.45000000000002,5389,296,437
13021.0,2082.1,12,173.50833333333333,1285,82,108
13023.0,453.90000000000003,2,226.95000000000002,262,28,30
13026.0,943.77,7,134.8242857142857,1587,33,42
13027.0,6912.0,6,1152.0,17280,6,26
13028.0,659.68,3,219.89333333333332,796,40,47
13029.0,116.5,2,58.25,74,7,7
13030.0,561.88,2,280.94,373,66,88
13032.0,722.27,3,240.75666666666666,338,45,63
13033.0,190.55,1,190.55,83,11,11
13034.0,627.82,2,313.91,368,36,36
13035.0,886.63,3,295.54333333333335,627,23,30
13037.0,693.37,3,231.12333333333333,409,35,36
13038.0,891.46,3,297.15333333333336,358,23,27
13040.0,676.99,2,338.495,355,38,43
13043.0,328.82,1,328.82,238,8,8
13044.0,391.72,1,391.72,414,28,28
13045.0,305.28000000000003,1,305.28000000000003,221,18,18
13046.0,419.11,2,209.555,249,26,27
13047.0,2592.05,17,152.47352941176473,1301,91,170
13048.0,1780.41,5,356.082,1227,76,135
13049.0,611.28,2,305.64,264,12,12
13050.0,4935.06,25,197.40240000000003,3633,227,379
13052.0,250.75,1,250.75,210,13,13
13055.0,1132.41,4,283.1025,884,70,74
13058.0,261.45000000000005,3,87.15000000000002,51,4,7
13059.0,85.65,1,85.65,27,6,6
13060.0,243.93,1,243.93,115,11,11
13061.0,200.31,1,200.31,101,8,8
13062.0,126.17999999999999,1,126.17999999999999,320,5,5
13064.0,928.04,4,232.01,497,44,61
13065.0,138.41,1,138.41,67,9,9
13066.0,372.75,2,186.375,314,43,43
13067.0,91.61,1,91.61,29,13,13
13068.0,344.0,2,172.0,200,1,2
13069.0,3616.62,27,133.9488888888889,5455,274,457
13070.0,228.8,1,228.8,110,9,9
13072.0,177.15,1,177.15,69,7,7
13075.0,919.61,1,919.61,485,22,22
13077.0,713.67,4,178.4175,861,97,110
13078.0,11388.68,41,277.77268292682925,5438,77,322
13079.0,220.10000000000002,5,44.02,62,2,6
13080.0,58.08,1,58.08,120,6,6
13081.0,25470.78,18,1415.0433333333333,18773,480,1000
13082.0,3441.13,9,382.34777777777776,4296,55,67
13083.0,235.8,2,117.9,180,13,15
13085.0,174.78,3,58.26,96,13,23
13089.0,49640.93,105,472.7707619047619,30011,574,1706
13090.0,4902.41,16,306.400625,1817,81,126
13091.0,319.82,2,159.91,450,21,24
13092.0,256.93,6,42.821666666666665,249,15,18
13093.0,6632.32,11,602.9381818181818,3852,92,152
13094.0,1708.8600000000001,16,106.80375000000001,1542,4,30
13095.0,74.39999999999999,1,74.39999999999999,144,6,6
13097.0,4289.75,14,306.4107142857143,2182,181,354
13098.0,24945.18,39,639.62,15563,150,544
13099.0,207.35999999999999,1,207.35999999999999,288,1,1
13101.0,91.24000000000001,1,91.24000000000001,112,7,7
13102.0,5645.89,27,209.10703703703706,4079,123,273
13103.0,141.94,1,141.94,70,6,6
13104.0,1098.48,6,183.08,504,14,20
13106.0,59.5,2,29.75,14,1,2
13107.0,1474.57,5,294.914,1282,53,59
13108.0,248.06,1,248.06,286,9,9
